objectid,parentid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,doi,related_pathways
dhuni-dhuni-tap,,Dhūnī-tap – Wherever There is Fire There is The Name,Prema Goet,2026-02-23,"The moving-picture work “Dhūnī-tap - Wherever There is Fire There is The Name” was filmed in Allahabad and Mathura, India, between January 2025 and March 2026. The work explores aspects of the visual culture surrounding the materiality of the ascetic practice of dhūnī tap, from which it derives its title. Structured in two parts, the film first attends to the material and performative dimensions of the saṃkalpa ritual before turning to the practice of dhūnī tap as undertaken by members of the Rāmānandī community. The film was deliberately shot on a 1971 Beaulieu 4008 ZM II moving-picture camera using Kodak Ektachrome 100 dia-positive colour film stock. This technical and aesthetic choice positions the work in formal contrast to the 35mm black-and-white photographic material presented throughout the Dhun-Dhūnī: The Fires of the Name exhibition. The film’s chromatic progression –  moving from faded and underexposed imagery toward increasingly saturated colour –  may be read as a visual counterpart to the conceptual and affective concerns articulated within the exhibition’s “Dhun” section. The soundtrack consists of a composite arrangement of field recordings produced between 2015 and 2026. Bringing together five discrete sonic segments, the composition seeks to evoke aspects of the auditory environments associated with spaces inhabited by the Rāmānandī community. In this respect, the work attempts to approximate the immersive acoustic conditions characteristic of such settings. Three of the five sonic segments are made available as part of the exhibition and are accessible on this website as individual audio files. One segment –  the synth component –  constitutes a deliberate compositional intervention introduced by the artist and does not derive from documentary field-recorded material.",dhūni tap; tapasyā; Beaulieu 4008 ZMII; dhūnī,"Allahabad, Uttar Pradesh, India ",25.27,81.52,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,video,/objects/MANTRAMS_TF3_GOET_RC6_DHUNI-Dhuni-tap_v1.1.mp4,/assets/img/thumbnails/Dhuni-tap-02.png,/assets/img/thumbnails/Dhuni-tap-02b.png,,,https://doi.org/10.57754/FDAT.jm0b4-e6x67,dhuni
dhuni-l0001,,"Jagadīśa Dāsa Mahātyāgī, showing the sūrya mudrā",Prema Goet,2016,"In this sequence of images, sādhu (holy man) Jagadīśa Dāsa Mahātyāgī of the Rāmānandī Sampradāya, a Vaishnava religious order, can be seen performing various mudrās during the dhūnī tap. Here, he demonstrates Sūrya-mudrā hand-gesture. This photograph was taken by Prema Goet during the Kumbha Mela in Ujjain, India, in 2015/2016, and printed at Fotoleutner in Vienna in 2026. It was acquired by Task Force 3 of the MANTRAMS project as part of Goet’s doctoral research at the University of Vienna. Between 2025 and 2028, the photograph was exhibited within the exhibition “Dhun / Dhūnī.The Fires of the Name,” presented during the Yoga Darśana Conference “Yoga Darśana, Yoga Sādhana: Authenticity, Authority, and Adaptation” in Paris, as well as in an exhibition at the Department of South Asian, Buddhist and Tibetan Studies at the University of Vienna in 2026.",yoga; sādhus; rāmānandī; India; photography; vaishnavism; portrait; dhūnī; tapasya; sūrya mudrā; hand gesture; sun,"Ujjain, Madhya Pradesh, India",23.11,75.47,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,image,/objects/MANTRAMS_TF3_GOET_RC6_DHUNI-L0001.jpg,/objects/small/mantrams_tf3_goet_rc6_dhuni-l0001_sm.jpg,/objects/thumbs/mantrams_tf3_goet_rc6_dhuni-l0001_th.jpg,,,https://doi.org/10.57754/FDAT.jm0b4-e6x67,dhuni
dhuni-l1005705,,Standing in the Sun,Prema Goet,2016-08-09,"Gopal Dāsa Mahātyāgī standing just before entering the dhūnī. This photograph was taken by Prema Goet during the Kumbha Mela in Ujjain, India, in 2015/2016, and printed at Fotoleutner in Vienna in 2026. It was acquired by Task Force 3 of the MANTRAMS project as part of Goet’s doctoral research at the University of Vienna. Between 2025 and 2028, the photograph was exhibited within the exhibition “Dhun / Dhūnī.The Fires of the Name,” presented during the Yoga Darśana Conference “Yoga Darśana, Yoga Sādhana: Authenticity, Authority, and Adaptation” in Paris, as well as in an exhibition at the Department of South Asian, Buddhist and Tibetan Studies at the University of Vienna in 2026.",dhūnī,"Ujjain, Madhya Pradesh, India",23.11,75.47,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,image,/objects/MANTRAMS_TF3_GOET_RC6_DHUNI-L1005705.jpg,/objects/small/mantrams_tf3_goet_rc6_dhuni-l1005705_sm.jpg,/objects/thumbs/mantrams_tf3_goet_rc6_dhuni-l1005705_th.jpg,,,https://doi.org/10.57754/FDAT.jm0b4-e6x67,dhuni
dhuni-l1005758,,Blanket(ed),Prema Goet,2016,"Gopal Dāsa Mahātyāgī performing dhūnī-tap. This photograph was taken by Prema Goet during the Kumbha Mela in Ujjain, India, in 2015/2016, and printed at Fotoleutner in Vienna in 2026. It was acquired by Task Force 3 of the MANTRAMS project as part of Goet’s doctoral research at the University of Vienna. Between 2025 and 2028, the photograph was exhibited within the exhibition “Dhun / Dhūnī.The Fires of the Name,” presented during the Yoga Darśana Conference “Yoga Darśana, Yoga Sādhana: Authenticity, Authority, and Adaptation” in Paris, as well as in an exhibition at the Department of South Asian, Buddhist and Tibetan Studies at the University of Vienna in 2026.",yoga; sādhus; rāmānandī; India; photography; dhūnī; khumba mela,"Ujjain, Madhya Pradesh, India",23.11,75.47,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,image,/objects/MANTRAMS_TF3_GOET_RC6_DHUNI-L1005758.jpg,/objects/small/mantrams_tf3_goet_rc6_dhuni-l1005758_sm.jpg,/objects/thumbs/mantrams_tf3_goet_rc6_dhuni-l1005758_th.jpg,,,https://doi.org/10.57754/FDAT.jm0b4-e6x67,dhuni
dhuni-l1006104,,Smog,Prema Goet,2016,"A group of Rāmānandī ascetics performing dhūnī-tap. This photograph was taken by Prema Goet during the Kumbha Mela in Ujjain, India, in 2016, and printed at Fotoleutner in Vienna in 2026. It was acquired by Task Force 3 of the MANTRAMS project as part of Goet’s doctoral research at the University of Vienna. Between 2025 and 2028, the photograph was exhibited within the exhibition “Dhun / Dhūnī.The Fires of the Name,” presented during the Yoga Darśana Conference “Yoga Darśana, Yoga Sādhana: Authenticity, Authority, and Adaptation” in Paris, as well as in an exhibition at the Department of South Asian, Buddhist and Tibetan Studies at the University of Vienna in 2026.",yoga; sādhus; rāmānandī; India; photography; dhūnī; khumba mela,"Ujjain, Madhya Pradesh, India",23.11,75.47,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,image,/objects/MANTRAMS_TF3_GOET_RC6_DHUNI-L1006104.jpg,/objects/small/mantrams_tf3_goet_rc6_dhuni-l1006104_sm.jpg,/objects/thumbs/mantrams_tf3_goet_rc6_dhuni-l1006104_th.jpg,,,https://doi.org/10.57754/FDAT.jm0b4-e6x67,dhuni
dhuni-l1006232,,Seen the Sun -- Surya Mudrā,Prema Goet,2016,"In this sequence of images, sādhu (holy man) Jagadīśa Dāsa Mahātyāgī of the Rāmānandī Sampradāya, a Vaishnava religious order, can be seen performing various mudrās during the dhūnī tap. Here, he demonstrates Sūrya-mudrā hand-gesture. This photograph was taken by Prema Goet during the Kumbha Mela in Ujjain, India, in 2015/2016, and printed at Fotoleutner in Vienna in 2026. It was acquired by Task Force 3 of the MANTRAMS project as part of Goet’s doctoral research at the University of Vienna. Between 2025 and 2028, the photograph was exhibited within the exhibition “Dhun / Dhūnī.The Fires of the Name,” presented during the Yoga Darśana Conference “Yoga Darśana, Yoga Sādhana: Authenticity, Authority, and Adaptation” in Paris, as well as in an exhibition at the Department of South Asian, Buddhist and Tibetan Studies at the University of Vienna in 2026.",yoga; sādhus; rāmānandī; India; photography; dhūnī,"Ujjain, Madhya Pradesh, India",23.11,75.47,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,image,/objects/MANTRAMS_TF3_GOET_RC6_DHUNI-L1006232.jpg,/objects/small/mantrams_tf3_goet_rc6_dhuni-l1006232_sm.jpg,/objects/thumbs/mantrams_tf3_goet_rc6_dhuni-l1006232_th.jpg,,,https://doi.org/10.57754/FDAT.jm0b4-e6x67,dhuni
dhuni-l1006248,,Jagadīśa Dāsa Mahātyāgī Performing the Dhūnī-tap,Prema Goet,2016,"In this sequence of images, sādhu (holy man) Jagadīśa Dāsa Mahātyāgī of the Rāmānandī Sampradāya, a Vaishnava religious order, can be seen performing various mudrās during the dhūnī tap. This photograph was taken by Prema Goet during the Kumbha Mela in Ujjain, India, in 2016, and printed at Fotoleutner in Vienna in 2026. It was acquired by Task Force 3 of the MANTRAMS project as part of Goet’s doctoral research at the University of Vienna. Between 2025 and 2028, the photograph was exhibited within the exhibition “Dhun / Dhūnī.The Fires of the Name,” presented during the Yoga Darśana Conference “Yoga Darśana, Yoga Sādhana: Authenticity, Authority, and Adaptation” in Paris, as well as in an exhibition at the Department of South Asian, Buddhist and Tibetan Studies at the University of Vienna in 2026.",dhūnī tap; rāmānandī; rāma; dhūnī; khumba mela,"Ujjain, Madhya Pradesh, India",23.11,75.47,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,image,/objects/MANTRAMS_TF3_GOET_RC6_DHUNI-L1006248.jpg,/objects/small/mantrams_tf3_goet_rc6_dhuni-l1006248_sm.jpg,/objects/thumbs/mantrams_tf3_goet_rc6_dhuni-l1006248_th.jpg,,,https://doi.org/10.57754/FDAT.jm0b4-e6x67,dhuni
dhuni-l1007220,,śīrṣāsana ,Prema Goet,2019,"Rāmānandī holyman, Sri Ram Balak Das, displaying the śīrṣāsana – an inverted yogic posture while practicing dhūni-tap. This photograph was taken by Prema Goet during the Kumbha Mela in Allahabad, India, in 2018/2019, and printed at Fotoleutner in Vienna in 2026. It was acquired by Task Force 3 of the MANTRAMS project as part of Goet’s doctoral research at the University of Vienna. Between 2025 and 2028, the photograph was exhibited within the exhibition “Dhun / Dhūnī.The Fires of the Name,” presented during the Yoga Darśana Conference “Yoga Darśana, Yoga Sādhana: Authenticity, Authority, and Adaptation” in Paris, as well as in an exhibition at the Department of South Asian, Buddhist and Tibetan Studies at the University of Vienna in 2026.",dhūnī; rāmānandī; khumba mela,"Allahabad, Uttar Pradesh, India ",25.27,81.52,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,image,/objects/MANTRAMS_TF3_GOET_RC6_DHUNI-L1007220.jpg,/objects/small/mantrams_tf3_goet_rc6_dhuni-l1007220_sm.jpg,/objects/thumbs/mantrams_tf3_goet_rc6_dhuni-l1007220_th.jpg,,,https://doi.org/10.57754/FDAT.jm0b4-e6x67,dhuni
dhuni-l1007244,,Head Down,Prema Goet,2019,"Rāmānandī holyman, Sri Ram Balak Das, displaying an inverted lotus position while practicing dhūni-tap. This photograph was taken by Prema Goet during the Kumbha Mela in Allahabad, India, in 2018/2019, and printed at Fotoleutner in Vienna in 2026. It was acquired by Task Force 3 of the MANTRAMS project as part of Goet’s doctoral research at the University of Vienna. Between 2025 and 2028, the photograph was exhibited within the exhibition “Dhun / Dhūnī.The Fires of the Name,” presented during the Yoga Darśana Conference “Yoga Darśana, Yoga Sādhana: Authenticity, Authority, and Adaptation” in Paris, as well as in an exhibition at the Department of South Asian, Buddhist and Tibetan Studies at the University of Vienna in 2026.",dhūnī; rāmānandī; khumba mela,"Allahabad, Uttar Pradesh, India ",25.27,81.52,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,image,/objects/MANTRAMS_TF3_GOET_RC6_DHUNI-L1007244.jpg,/objects/small/mantrams_tf3_goet_rc6_dhuni-l1007244_sm.jpg,/objects/thumbs/mantrams_tf3_goet_rc6_dhuni-l1007244_th.jpg,,,https://doi.org/10.57754/FDAT.jm0b4-e6x67,dhuni
dhuni-l1009548,,Chiṃtā,Prema Goet,2018,"A Ramandi ascetic holding a chimta while performing dhuni tap. This photograph was taken by Prema Goet during the Kumbha Mela in Allahabad, India, in 2019, and printed at Fotoleutner in Vienna in 2026. It was acquired by Task Force 3 of the MANTRAMS project as part of Goet’s doctoral research at the University of Vienna. Between 2025 and 2028, the photograph was exhibited within the exhibition “Dhun / Dhūnī.The Fires of the Name,” presented during the Yoga Darśana Conference “Yoga Darśana, Yoga Sādhana: Authenticity, Authority, and Adaptation” in Paris, as well as in an exhibition at the Department of South Asian, Buddhist and Tibetan Studies at the University of Vienna in 2026.",dhūnī; rāmānandī; khumba mela,"Allahabad, Uttar Pradesh, India ",25.27,81.52,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,image,/objects/MANTRAMS_TF3_GOET_RC6_DHUNI-L1009548.png,/objects/small/mantrams_tf3_goet_rc6_dhuni-l1009548_sm.jpg,/objects/thumbs/mantrams_tf3_goet_rc6_dhuni-l1009548_th.jpg,,,https://doi.org/10.57754/FDAT.jm0b4-e6x67,dhuni
dhuni-l1009606,,Saṃkalpa,Prema Goet,2019,"Rāmānandī holymen performing the saṁkalpa ritual prior to the commence of dhūni-tap, fire penance or religious austerity – tapasya and yoga. This photograph was taken by Prema Goet during the Kumbha Mela in Allahabad, India, in 2018/2019, and printed at Fotoleutner in Vienna in 2026. It was acquired by Task Force 3 of the MANTRAMS project as part of Goet’s doctoral research at the University of Vienna. Between 2025 and 2028, the photograph was exhibited within the exhibition “Dhun / Dhūnī.The Fires of the Name,” presented during the Yoga Darśana Conference “Yoga Darśana, Yoga Sādhana: Authenticity, Authority, and Adaptation” in Paris, as well as in an exhibition at the Department of South Asian, Buddhist and Tibetan Studies at the University of Vienna in 2026.",dhūnī; rāmānandī; khumba mela,"Allahabad, Uttar Pradesh, India ",25.27,81.52,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,image,/objects/MANTRAMS_TF3_GOET_RC6_DHUNI-L1009606.jpg,/objects/small/mantrams_tf3_goet_rc6_dhuni-l1009606_sm.jpg,/objects/thumbs/mantrams_tf3_goet_rc6_dhuni-l1009606_th.jpg,,,https://doi.org/10.57754/FDAT.jm0b4-e6x67,dhuni
dhuni-l1009655,,Full-circle,Prema Goet,2018,"A Ramandi ascetic doing a hand-gesture (mudra) while performing dhuni tap. This photograph was taken by Prema Goet during the Kumbha Mela in Allahabad, India, in 2019, and printed at Fotoleutner in Vienna in 2026. It was acquired by Task Force 3 of the MANTRAMS project as part of Goet’s doctoral research at the University of Vienna. Between 2025 and 2028, the photograph was exhibited within the exhibition “Dhun / Dhūnī.The Fires of the Name,” presented during the Yoga Darśana Conference “Yoga Darśana, Yoga Sādhana: Authenticity, Authority, and Adaptation” in Paris, as well as in an exhibition at the Department of South Asian, Buddhist and Tibetan Studies at the University of Vienna in 2026.",dhūnī; rāmānandī; khumba mela,"Allahabad, Uttar Pradesh, India ",25.27,81.52,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,image,/objects/MANTRAMS_TF3_GOET_RC6_DHUNI-L1009655.jpg,/objects/small/mantrams_tf3_goet_rc6_dhuni-l1009655_sm.jpg,/objects/thumbs/mantrams_tf3_goet_rc6_dhuni-l1009655_th.jpg,,,https://doi.org/10.57754/FDAT.jm0b4-e6x67,dhuni
dhuni-l1009743,,Rādhe Rādhe,Prema Goet,2018,"A Ramandi ascetic chanting mantras on a japamala, rosery of beads, while performing dhuni tap. This photograph was taken by Prema Goet during the Kumbha Mela in Allahabad, India, in 2018/2019, and printed at Fotoleutner in Vienna in 2026. It was acquired by Task Force 3 of the MANTRAMS project as part of Goet’s doctoral research at the University of Vienna. Between 2025 and 2028, the photograph was exhibited within the exhibition “Dhun / Dhūnī.The Fires of the Name,” presented during the Yoga Darśana Conference “Yoga Darśana, Yoga Sādhana: Authenticity, Authority, and Adaptation” in Paris, as well as in an exhibition at the Department of South Asian, Buddhist and Tibetan Studies at the University of Vienna in 2026.",dhūnī; rāmānandī; khumba mela,"Allahabad, Uttar Pradesh, India ",25.27,81.52,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,image,/objects/MANTRAMS_TF3_GOET_RC6_DHUNI-L1009743.jpg,/objects/small/mantrams_tf3_goet_rc6_dhuni-l1009743_sm.jpg,/objects/thumbs/mantrams_tf3_goet_rc6_dhuni-l1009743_th.jpg,,,https://doi.org/10.57754/FDAT.jm0b4-e6x67,dhuni
dhuni-l1009807,,Vināyakjī,Prema Goet,2019,"Vynayaka Tyagi performing dhūni-tap, fire penance or religious austerity - tapasya and yoga. This photograph was taken by Prema Goet during the Kumbha Mela in Allahabad, India, in 2019, and printed at Fotoleutner in Vienna in 2026. It was acquired by Task Force 3 of the MANTRAMS project as part of Goet’s doctoral research at the University of Vienna. Between 2025 and 2028, the photograph was exhibited within the exhibition “Dhun / Dhūnī.The Fires of the Name,” presented during the Yoga Darśana Conference “Yoga Darśana, Yoga Sādhana: Authenticity, Authority, and Adaptation” in Paris, as well as in an exhibition at the Department of South Asian, Buddhist and Tibetan Studies at the University of Vienna in 2026.",dhūnī; rāmānandī; khumba mela,"Allahabad, Uttar Pradesh, India ",25.27,81.52,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,image,/objects/MANTRAMS_TF3_GOET_RC6_DHUNI-L1009807.jpg,/objects/small/mantrams_tf3_goet_rc6_dhuni-l1009807_sm.jpg,/objects/thumbs/mantrams_tf3_goet_rc6_dhuni-l1009807_th.jpg,,,https://doi.org/10.57754/FDAT.jm0b4-e6x67,dhuni
dhuni-l11009783,,Clay Kumbha,Prema Goet,2019,"Rāmānandī sādhu: Phalari Ji Tyagi, practising dhūni-tap, fire penance, religious austerity - tapasya, yoga. This photograph was taken by Prema Goet during the Kumbha Mela in Allahabad, India, in 2018/2019, and printed at Fotoleutner in Vienna in 2026. It was acquired by Task Force 3 of the MANTRAMS project as part of Goet’s doctoral research at the University of Vienna. Between 2025 and 2028, the photograph was exhibited within the exhibition “Dhun / Dhūnī.The Fires of the Name,” presented during the Yoga Darśana Conference “Yoga Darśana, Yoga Sādhana: Authenticity, Authority, and Adaptation” in Paris, as well as in an exhibition at the Department of South Asian, Buddhist and Tibetan Studies at the University of Vienna in 2026.",dhūnī; rāmānandī; khumba mela,"Allahabad, Uttar Pradesh, India ",25.27,81.52,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,image,/objects/MANTRAMS_TF3_GOET_RC6_DHUNI-L11009783.jpg,/objects/small/mantrams_tf3_goet_rc6_dhuni-l11009783_sm.jpg,/objects/thumbs/mantrams_tf3_goet_rc6_dhuni-l11009783_th.jpg,,,https://doi.org/10.57754/FDAT.jm0b4-e6x67,dhuni
dhuni-ramram,,RAMRAM,Prema Goet,2015,"This recording is of Swami Rāmsukhī and Bajrangi Dāsa’s recording of a public kirtan where the name of Rām is continuously sung by various individuals. This 30 minute long audio file was recorded at Kirtan Bhavan, Rishikesh in 2015 on a Zoom H2N. ",dhūnī; mantra; ram; kirtan,"Rishikesh, Uttarakhand, India",30.1158893027991,78.2867439893332,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,audio ,/objects/MANTRAMS_TF3_GOET_RC6_DHUNI-RAMRAM.mp3,/assets/img/thumbnails/RAMRAM.png,/assets/img/thumbnails/RAMRAM-b.png,,,https://doi.org/10.57754/FDAT.jm0b4-e6x67,dhuni
dhuni-gaurimangal,,Gaurimangal,Prema Goet,2016-04-28,"Gauri Mangal, evening āratī, sung by a group of Rāmānandī tyāgis. Recorded at the Kumbha mela in Ujjain – 2016. Lead singers: Śastriji Mahārāj and Śri Rāmadasjī , drums by Ānanda Dāsa. Recorded Ujjain in 2016 by Prema Goet, who adds: “I recorded the Gaurī Maṅgal ārati at the invitation of, and with permission from, Śāstrījī Mahārāj, who is the main voice heard in this recording. The recording took place during the 2016 Ujjain Kumbha Melā. At that time, Vināyak Dāsa Tyāgī — who appears as the main character in the second part of the Dhūnī film —  was camping just outside the main tent where Śāstrījī Mahārāj and the others were staying. Mahārāj had invited me to the evening ārati several times before I finally attended it. One day, upon seeing me in the streets, he again asked whether I would come that evening. I arrived late at night and was only able to participate in the final half hour of it, but I was astonished by the strength and resilience of his singing. I knew I had to return the next day to experience the entire ārati from the beginning. The following evening I arrived on time, that is, before the ārati had begun. I asked Bābājī if I could record it, and he graciously agreed. At the end of this audio file, one can hear my voice saying, “It is still recording,” as Bābājī asked me to play the recording back to him. For the next ten minutes, Bābājī and the others listened very carefully to the playback from my Zoom H2n recorder. The recording contains selected verses from Rāmcaritmānas, Tulsidas’s rendering of the Rāmāyaṇa. This recitation moves among groups of ascetics and devotees, carried through song, call and response, and the melodic cycles of bhajan and kīrtan that structure the communal life of the Rāmānandī Sampradāya. These musical forms extend the Divine Name outward – into gatherings, processions, and shared ritual time. Here the lead singer –  Śāstrījī Mahārāj – chants selected verses in praise of Lord Rāma, while the surrounding assembly of ascetics responds with corresponding passages from the Epic. The chosen verses do not necessarily form a coherent sequence on their own, nor do they follow the narrative progression of the Rāmāyaṇa.”",dhūnī; rāmānandī; khumba mela,"Ujjain, Madhya Pradesh, India",23.11,75.47,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,audio ,/objects/MANTRAMS_TF3_GOET_RC6_DHUNI-gaurimangal.MP3,/assets/img/thumbnails/Gaurimangal.png,/assets/img/thumbnails/Gaurimangal-b.png,,,https://doi.org/10.57754/FDAT.jm0b4-e6x67,dhuni
dhuni-sitarama,,SītāRām,Prema Goet,2016,"This 30-minute audio recording was made at the Kumbha Melā in Ujjain, India, in April 2016. The musicians were followers of Śītārām Mahārāj, a prominent leader of the Mahātyāgī sect. Two of his disciples — Jagadīśa Dāsa Mahātyāgī and Gopāl Dāsa Mahātyāgī — are featured in the Dhun-Dhunī exhibition. At this camp, different groups of musicians would take turns performing continuously so that devotional music was maintained throughout all 24 hours of the day and night. The ensemble heard in this recording consisted primarily of devotees from Rajasthan.",dhūnī; rāmānandī; khumba mela,"Ujjain, Madhya Pradesh, India",23.11,75.47,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,audio ,/objects/MANTRAMS_TF3_GOET_RC6_DHUNI-sitarama.MP3,/assets/img/thumbnails/Sitaram.png,/assets/img/thumbnails/Sitaram-b.png,,,https://doi.org/10.57754/FDAT.jm0b4-e6x67,dhuni
dhun-av1,,Rām-Nām Montage Saturation,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,2026-05-13,"Rapid sequences of saturation and movement unfold through the city — walls, shrines, posters, vehicles, bustling markets, fading inscriptions, loudspeakers  chants, riverfront steps, and dense moving crowds — all layered with the living soundscape of an Indian town, where devotion, noise, and daily life merge into continuous flow. The images were captured with the intention of foto documenting the material manifestations of a sacred concept (Rām-Nām) in one of India's most popular pilgramage destinations. Specifically the capturing of the occurance of the name in specific contexts and frameworks was intended. Our intention was to highlight the pervasiveness of the sacred name in the socio-cultural physical landscape of the town.  ",dhun; digital essay,"Varanasi, Uttar Pradesh, India ",25.19,82.59,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,video,/objects/MANTRAMS_TF3_Kukrety_RC6_DHUN-AV1_20260515.mov,/assets/img/thumbnails/Piyush-AV1-01.png,/assets/img/thumbnails/Piyush-AV1-01b.png,,,https://doi.org/10.57754/FDAT.qaqzk-v6e40,dhun
dhun-av2,,The duality of Rām's name and His Saguṇa form,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,2026-05-12,"This video features the profound reflections of Narsingh Pandey on the divine mystery of Rām’s Name (Nām) and His Saguṇa form — the personal, visible manifestation of the Divine. Drawing from the teachings of the Rāmcaritamānas, the discourse explains how the two syllables “Rā” and “Ma” are themselves sweet, beautiful, and spiritually transformative. The gentleman on the ghat sells hand painted items with Rām-Nām. A conversation was struck with him on his personal reflections of the impact of ram nam on his life. The lady captured clapping her hands during was seen at an energetic arti ritual at a popular public temple in town. The women in the last frame were engaged in singing devotional songs to the accompaniment of instruments on an auspicious day. ",dhun; digital essay,"Varanasi, Uttar Pradesh, India ",25.19,82.59,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,video,/objects/MANTRAMS_TF3_Kukrety_RC6_DHUN-AV2_20260515.mov,/assets/img/thumbnails/Piyush-AV2-01.png,/assets/img/thumbnails/Piyush-AV2-01b.png,,,https://doi.org/10.57754/FDAT.qaqzk-v6e40,dhun
dhun-av3,,Śiv and the glory of Rām-Nām,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,2026-05-13,"This video explores the spiritual glory of Rām-Nām as described in the Rāmcaritamānas, emphasizing the compassionate and liberating power of the divine name of Śrī Rām. The discourse highlights that even Śiv, together with  Pārvatī, constantly chants Rām-Nām, revealing its supreme significance in the Bhakti tradition. Through the dialogue between Pārvatī and Śiv, the video reflects on the spiritual struggles of humanity in Kali Yug and presents Rām-Nām as a simple yet powerful path accessible to all. It further explains that Śiv’s own strength — including His ability to consume the deadly Hālāhal poison — is rooted in the constant remembrance of Rām’s name. The video ultimately presents Rām-Nām as a source of protection, inner peace, purification, and liberation for all beings. The rearchers were seeking for expertise on contextual information regarding some content information of the project. During this quest they encountered a person sitting in public reciting some verses. Pandit Pandey was encrossed in reading verses from the Rāmcaritamāns before the south facing shrine of Hanuman. His chanting and the accompanying discourse gave evidence to the observers that he displayed prolific knowledge of the text.  ",dhun; digital essay,"Varanasi, Uttar Pradesh, India ",25.19,82.59,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,video,/objects/MANTRAMS_TF3_Kukrety_RC6_DHUN-AV3_20260515.mov,/assets/img/thumbnails/Piyush-AV3-01.png,/assets/img/thumbnails/Piyush-AV3-01b.png,,,https://doi.org/10.57754/FDAT.qaqzk-v6e40,dhun
dhun-av4,,The power of writing Rām-Nām,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,2026-05-13,"An edited interview with the manager of the Ram Ramapati Bank talking about his family, personal and bussiness relationship with the practice. ",dhun; digital essay,"Varanasi, Uttar Pradesh, India ",25.19,82.59,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,video,/objects/MANTRAMS_TF3_Kukrety_RC6_DHUN-AV4_20260515.mov,/assets/img/thumbnails/Piyush-AV4-01.png,/assets/img/thumbnails/Piyush-AV4-01b.png,,,https://doi.org/10.57754/FDAT.qaqzk-v6e40,dhun
dhun-av5,,Kabīr’s vision of Rām,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,2026-05-13,"Umesh Kabir Ji of the Kabīr Caurā Maṭh, Varanasi explains the deeper meaning of Kabīr’s teachings on the remembrance of Rām. This vision transcends physicality and looks at Rām as being much beyond the hero of the epic tradition. Kabīr’s Rām is meant to be the object of deep contemplation and constant remembrance. In that sense He is accessible as a means of spiritual upliftment for all, irrespective of the social boundaries which may divide them.",dhun; digital essay,"Varanasi, Uttar Pradesh, India ",25.19,82.59,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,video,/objects/MANTRAMS_TF3_Kukrety_RC6_DHUN-AV5_20260515.mov,/assets/img/thumbnails/Piyush-AV5-01.png,/assets/img/thumbnails/Piyush-AV5-01b.png,,,https://doi.org/10.57754/FDAT.qaqzk-v6e40,dhun
dhun-av6,,Jap in the air ,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,2026-05-13,"Suspended between continents and time zones, a woman practices jap (जप, jap — the repetitive chanting of a mantra for meditation and spiritual focus) while flying through the night. In one hand, an electronic jap counter quietly tracks each mantra; in the other, an endless Instagram feed glows against the dim airplane cabin.",dhun; digital essay,"Varanasi, Uttar Pradesh, India ",25.19,82.59,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,video,/objects/MANTRAMS_TF3_Kukrety_RC6_DHUN-AV6_20260515.mov,/assets/img/thumbnails/Piyush-AV6-01.png,/assets/img/thumbnails/Piyush-AV6-01b.png,,,https://doi.org/10.57754/FDAT.qaqzk-v6e40,dhun
