objectid,parentid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,doi,related_pathways
dhun-g1-039,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-039_20260211.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-039_20260211_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-039_20260211_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-040,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-040_20260211.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-040_20260211_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-040_20260211_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-041,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-041_20250810.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-041_20250810_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-041_20250810_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-042,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-042_20250810.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-042_20250810_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-042_20250810_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-043,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-043_20250810.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-043_20250810_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-043_20250810_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-044,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-044_20250810.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-044_20250810_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-044_20250810_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-045,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-045_20250810.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-045_20250810_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-045_20250810_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-046,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-046_20260210.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-046_20260210_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-046_20260210_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-047,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-047_20260210.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-047_20260210_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-047_20260210_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-048,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-048_20260210.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-048_20260210_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-048_20260210_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-049,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-049_20260210.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-049_20260210_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-049_20260210_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-050,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-050_20260210.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-050_20260210_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-050_20260210_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-051,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-051_20260210.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-051_20260210_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-051_20260210_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-052,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-052_20260210.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-052_20260210_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-052_20260210_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-053,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-053_20250809.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-053_20250809_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-053_20250809_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-054,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-054_20260209.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-054_20260209_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-054_20260209_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1.055,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-055_20260209.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-055_20260209_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-055_20260209_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-056,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-056_20260209.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-056_20260209_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-056_20260209_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-057,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-057_20260209.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-057_20260209_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-057_20260209_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-058,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-058_20260209.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-058_20260209_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-058_20260209_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-059,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-059_20260209.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-059_20260209_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-059_20260209_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-060,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-060_20260209.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-060_20260209_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-060_20260209_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-061,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-061_20260209.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-061_20260209_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-061_20260209_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-062,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-062_20260209.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-062_20260209_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-062_20260209_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-063,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-063_20250808.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-063_20250808_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-063_20250808_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-064,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-064_20260508.png,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-064_20260508_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-064_20260508_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-065,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-065_20260401.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-065_20260401_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-065_20260401_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-066,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-066_20260208.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-066_20260208_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-066_20260208_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-067,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-067_20260208.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-067_20260208_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-067_20260208_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-068,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-068_20260208.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-068_20260208_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-068_20260208_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-069,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-069_20260208.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-069_20260208_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-069_20260208_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-070,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-070_20260208.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-070_20260208_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-070_20260208_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-071,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-071_20260208.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-071_20260208_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-071_20260208_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-072,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-072_20260207.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-072_20260207_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-072_20260207_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-073,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-073_20260207.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-073_20260207_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-073_20260207_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-074,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-074_20260207.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-074_20260207_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-074_20260207_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-075,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-075_20260207.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-075_20260207_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-075_20260207_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-076,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-076_20260207.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-076_20260207_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-076_20260207_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-077,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-077_20260207.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-077_20260207_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-077_20260207_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-078,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-078_20250806.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-078_20250806_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-078_20250806_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-079,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-079_20250806.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-079_20250806_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-079_20250806_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-080,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-080_20250806.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-080_20250806_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-080_20250806_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-081,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-081_20250806.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-081_20250806_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-081_20250806_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-082,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-082_20260206.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-082_20260206_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-082_20260206_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-083,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-083_20260206.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-083_20260206_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-083_20260206_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-084,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-084_20260206.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-084_20260206_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-084_20260206_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-085,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-085_20260206.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-085_20260206_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-085_20260206_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-086,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-086_20260206.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-086_20260206_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-086_20260206_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-087,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-087_20260206.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-087_20260206_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-087_20260206_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-088,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-088_20260206.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-088_20260206_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-088_20260206_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-089,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-089_20250803.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-089_20250803_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-089_20250803_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-090,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-090_20250803.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-090_20250803_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-090_20250803_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-091,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-091_20260203.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-091_20260203_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-091_20260203_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-092,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-092_20260203.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-092_20260203_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-092_20260203_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-093,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-093_20260202.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-093_20260202_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-093_20260202_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-094,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-094_20260202.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-094_20260202_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-094_20260202_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-095,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-095_20260202.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-095_20260202_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-095_20260202_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-096,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-096_20260201.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-096_20260201_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-096_20260201_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-097,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-097_20260201.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-097_20260201_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-097_20260201_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-098,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-098_20260201.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-098_20260201_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-098_20260201_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-099,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-099_20260201.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-099_20260201_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-099_20260201_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-100,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-100_20260210.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-100_20260210_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-100_20260210_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
